user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum
8054_24,903.41,8.5,9.0341,100.0,4.222333026894018,17.82809619,9.972114068741893,19.57,19.57,-0.46,486.4799999999999,4.27,4.864799999999999,100.0,3.9343028556530824,15.478738959999998,6.256597957356697,16.47,16.47,-4.33,37.374233370000006,-0.14982383,0.37374233370000004,100.0,2.845737735524445,8.098223259387796,2.8701753589959127,11.032481,11.032481,-5.202973
8054_25,861.07,8.16,8.610700000000001,100.0,4.392600882165372,19.294942510000002,9.666390070755472,19.57,19.57,-0.57,496.07,4.365,4.9607,100.0,3.7388859985295086,13.979268510000002,6.2119089658493865,15.66,15.66,-2.68,14.655494421999997,-0.36093922,0.14655494421999996,100.0,2.7587826371087942,7.610881638812954,2.7626726173197365,10.038197,10.038197,-7.164303
8054_26,234.87,2.13,2.3487,100.0,2.887131675209844,8.33552931,3.7218168950124344,12.76,12.76,-3.21,1008.59,9.765,10.0859,100.0,3.735192657681796,13.951664189999999,10.755326261903914,19.42,19.42,3.38,-85.38596073799998,-1.0351465,-0.8538596073799998,100.0,2.5535327484828167,6.520529497574208,2.692509187856067,6.4424243,7.3958488,-7.3958488
8054_27,868.9000000000001,8.16,8.689,100.0,4.710556761148304,22.189345000000003,9.883727333349498,19.57,19.57,-1.92,544.39,4.75,5.4439,100.0,3.9675311958445896,15.74130379,6.736271297980805,17.86,17.86,-1.99,-27.989814959999997,-0.61291564,-0.2798981496,100.0,3.231196857564478,10.440633132334558,3.243297104257343,9.00305,9.00305,-8.921328
8054_28,449.26,4.06,4.4925999999999995,100.0,4.60017708789564,21.161629240000003,6.430014307915652,19.0,19.0,-3.02,979.36,9.17,9.7936,100.0,3.9751937110032762,15.80216504,10.569615224784675,18.35,18.35,2.64,28.80703215599999,-0.29964766,0.2880703215599999,100.0,2.9898114022781113,8.938972221192206,3.0036572260089676,10.61025,10.61025,-5.202973
8054_29,878.49,8.18,8.7849,100.0,4.610923442218489,21.26061499,9.921445610393679,19.57,19.57,-1.27,501.8499999999999,4.365,5.0184999999999995,100.0,3.998230702448272,15.98584875,6.416478083808904,17.01,17.01,-3.3,24.843515095999997,-0.42223078,0.24843515095999996,100.0,3.1239449335457707,9.759031947826289,3.1338079028649486,9.343558,9.343558,-7.9679036
8054_30,841.9399999999999,8.004999999999999,8.4194,100.0,4.390721312039743,19.27843364,9.495511044698965,19.57,19.57,-2.53,522.72,4.5,5.2272,100.0,3.2325575261702615,10.44942816,6.14597819716276,15.85,15.85,-1.69,-4.099723222000001,-0.36093922,-0.040997232220000006,100.0,3.3797631938054544,11.422799246202047,3.3800118371466907,9.275456,11.182305,-11.182305
8054_31,544.11,5.43,5.4411000000000005,100.0,0.04837137583323422,0.0023397899999999957,5.4413150065034825,5.56,5.56,5.33,253.60000000000002,2.53,2.536,100.0,0.029732137494637,0.0008839999999999993,2.5361742842320596,2.6,2.6,2.45,822.93,8.24,8.2293,100.0,0.03826891689086591,0.0014645100000000022,8.22938898096329,8.35,8.35,8.16
8054_32,862.53,8.16,8.6253,100.0,4.33422183442426,18.78547891,9.653045063605576,19.57,19.57,-0.53,504.84,4.42,5.0484,100.0,3.8477098955092752,14.804871439999998,6.34753605740054,15.98,15.98,-4.79,29.678738194000005,-0.25197644,0.29678738194000004,100.0,2.7514318095593135,7.570377002654839,2.7673922296511635,10.18802,10.18802,-4.671779
8054_33,858.23,8.315000000000001,8.5823,100.0,4.961065985249541,24.612175710000002,9.913024210602938,19.57,19.57,-2.3,506.68,4.955,5.0668,100.0,4.069740994215725,16.562791759999996,6.498865593317037,16.21,16.21,-4.44,-33.369850146,-0.49714268500000003,-0.33369850145999996,100.0,3.216771807147476,10.34762085925884,3.234033943720363,11.876944,11.876944,-8.267551
8054_34,545.8199999999999,5.43,5.4582,100.0,0.051968836815922556,0.002700759999999988,5.458447398299263,5.56,5.56,5.37,255.08,2.56,2.5508,100.0,0.02296432015105178,0.0005273600000000028,2.55090336939681,2.6,2.6,2.49,825.29,8.24,8.2529,100.0,0.03704848175026885,0.0013725900000000038,8.252983157622461,8.35,8.35,8.16
8054_35,582.67,5.574999999999999,5.8267,100.0,4.782502703606136,22.87233211,7.5380876222023305,18.96,18.96,-2.79,905.35,8.62,9.0535,100.0,4.221501954281201,17.821078749999998,9.989341369679986,19.42,19.42,-0.65,39.19935869600001,-0.68782755,0.39199358696000014,100.0,4.585335127090158,21.02529822772691,4.602060103903976,11.536434,11.536434,-9.275456
8054_36,836.6999999999999,8.35,8.366999999999999,100.0,4.418465457599505,19.522837000000003,9.46200433312097,16.78,16.78,-1.12,531.45,4.6899999999999995,5.314500000000001,100.0,3.6963047425773756,13.662668749999998,6.473529099339864,14.44,14.44,-2.37,0.44947171600000013,-0.48352233999999994,0.004494717160000002,100.0,2.936080067590802,8.620566163304007,2.9360835079722025,11.536434,11.536434,-5.175732
8054_37,863.5200000000001,8.675,8.635200000000001,100.0,5.133830047829788,26.356210960000002,10.046038522721283,19.57,19.57,-3.26,531.2,4.4,5.312,100.0,3.8943625922607668,15.16606,6.586607928213125,17.31,17.31,-3.26,-20.37603968,-0.6742072,-0.20376039680000002,100.0,3.38117988410707,11.4323774086903,3.387313937029514,9.724928,9.724928,-7.8180795
8054_38,428.07000000000005,4.5,4.2807,100.0,3.419965279063517,11.69616251,5.4791016599438995,13.95,13.95,-3.34,971.7199999999998,9.865,9.717199999999998,100.0,4.424101282746587,19.57267216,10.676921279095392,19.15,19.15,-0.15,2.724068976,-0.29964766,0.02724068976,100.0,2.451001180538001,6.0074067869986765,2.4511525538361085,9.575105,9.575105,-7.082581
8054_39,286.0300000000001,2.375,2.860300000000001,100.0,3.2292406088738574,10.427994910000002,4.313851063724847,11.22,11.22,-5.94,985.41,9.715,9.854099999999999,100.0,4.024010709478791,16.19266219,10.644056980305958,19.53,19.53,2.72,-122.06555421000002,-1.0351465,-1.2206555421000003,100.0,2.6795165397563494,7.179808886827839,2.944453911897295,6.1291566,9.724928,-9.724928
8054_40,102.05999999999999,1.04,1.0206,100.0,0.06779114986486072,0.004595640000000005,1.022848962457312,1.18,1.18,0.89,992.9,9.92,9.929,100.0,0.022113344387496257,0.0004890000000000122,9.929024624805802,9.96,9.96,9.89,32.339999999999996,0.31,0.32339999999999997,100.0,0.03558707630587261,0.0012664399999999998,0.3253521169440888,0.42,0.42,0.23
8054_41,98.78,0.99,0.9878,100.0,0.03971347378409502,0.0015771600000000021,0.9885979971656831,1.08,1.08,0.93,992.7,9.92,9.927,100.0,0.018894443627691458,0.0003570000000000104,9.927017981246935,9.96,9.96,9.89,31.069999999999997,0.31,0.3107,100.0,0.035107121784618,0.00123251,0.3126771497887238,0.38,0.38,0.23
8054_42,860.2699999999999,8.08,8.602699999999999,100.0,4.541697668273396,20.62701771,9.727973324387769,18.96,18.96,-0.46,502.11,4.52,5.021100000000001,100.0,3.8031305249754443,14.46380179,6.298829018158851,13.95,13.95,-4.37,18.932283848,-0.21111539,0.18932283848,100.0,2.5621944941731702,6.564840625971308,2.5691795895074034,5.829509,5.8976107,-5.8976107
8054_43,900.5699999999999,8.28,9.0057,100.0,4.326012310430936,18.71438251,9.990846560727475,19.57,19.57,-0.65,478.05999999999995,4.25,4.7806,100.0,3.570867911306718,12.751097640000001,5.9670121501468385,14.18,14.18,-5.79,12.421756082000003,-0.040861044,0.12421756082000003,100.0,2.4883948672750758,6.192109015480941,2.491493330895552,8.471856,8.471856,-5.202973
8054_44,97.92000000000002,0.97,0.9792000000000002,100.0,0.06927741334663126,0.0047993600000000025,0.9816475946081669,1.18,1.18,0.8,993.43,9.92,9.9343,100.0,0.025109958183955897,0.0006305100000000138,9.934331733941645,10.0,10.0,9.89,35.76000000000001,0.38,0.35760000000000014,100.0,0.038134498816688275,0.0014542399999999994,0.3596275851488592,0.42,0.42,0.23
8054_45,870.1,8.350000000000001,8.701,100.0,4.2429726607650915,18.002817,9.680403813891237,19.57,19.57,-0.99,519.6999999999999,4.71,5.196999999999999,100.0,3.574512694060548,12.777140999999999,6.307610482583717,14.67,14.67,-3.15,16.26269679,-0.6537766700000001,0.1626269679,100.0,2.9589990622864093,8.75567545061185,2.9634646920960943,11.917805,11.917805,-9.888372
8054_46,541.0299999999999,5.41,5.4102999999999986,100.0,0.03716059741177477,0.0013809100000000017,5.410427617111239,5.48,5.48,5.28,255.0,2.56,2.55,100.0,0.028705400188814706,0.0008240000000000033,2.5501615635092607,2.64,2.64,2.49,827.12,8.28,8.2712,100.0,0.03636701802457832,0.0013225600000000045,8.271279949318608,8.35,8.35,8.16
8054_47,849.9200000000001,8.275,8.4992,100.0,4.9149005442633324,24.15624736,9.817975758780422,19.57,19.57,-2.34,540.36,4.695,5.4036,100.0,3.7277992220611886,13.896487040000002,6.564707152645882,15.85,15.85,-3.53,-11.767979453999992,-0.45628165,-0.11767979453999992,100.0,3.4888682513628395,12.172201675367598,3.490852361445637,12.026767,12.026767,-9.466142
8054_48,544.91,5.43,5.4491,100.0,0.032220955913815005,0.0010381900000000102,5.449195261687729,5.52,5.52,5.37,253.52,2.53,2.5352,100.0,0.0257868183380579,0.0006649599999999992,2.5353311420798663,2.6,2.6,2.45,826.75,8.28,8.2675,100.0,0.040654028090707214,0.0016527500000000114,8.267599954037447,8.39,8.39,8.2
8054_49,848.6000000000001,8.219999999999999,8.486,100.0,4.544017605599698,20.648096000000006,9.626021608120356,19.57,19.57,-3.49,553.0200000000001,5.109999999999999,5.530200000000001,100.0,3.509566349280207,12.31705596,6.549821982313718,14.82,14.82,-4.94,30.604920616,-0.25197644,0.30604920616000003,100.0,2.9604097195076755,8.764025707355515,2.9761874645167565,9.193735,9.915613,-9.915613
8054_50,496.66,4.115,4.966600000000001,100.0,4.1920930857985494,17.573644440000002,6.499289191903989,17.16,17.16,-2.07,889.3299999999999,8.2,8.8933,100.0,4.783281312028386,22.87978011,10.098047583567825,18.24,18.24,-2.07,61.75465772199999,-0.13620348,0.61754657722,100.0,3.944034683424625,15.555409584056385,3.9920888465930364,14.137921,14.137921,-7.164303
8054_51,104.93000000000002,1.04,1.0493000000000001,100.0,0.03544728480434012,0.0012565100000000017,1.0498985665291671,1.12,1.12,0.95,992.5999999999999,9.92,9.925999999999998,100.0,0.016970562748477417,0.00028800000000000944,9.92601450734382,9.96,9.96,9.89,32.95,0.34,0.3295,100.0,0.03412843389316304,0.00116475,0.331262735604233,0.42,0.42,0.23
8054_52,549.82,5.5,5.498200000000001,100.0,0.03131708798723127,0.000980759999999985,5.498289188465808,5.56,5.56,5.41,257.40999999999997,2.56,2.5740999999999996,100.0,0.025103585401292823,0.0006301900000000022,2.574222406863867,2.64,2.64,2.53,822.75,8.24,8.2275,100.0,0.03054095610815103,0.0009327500000000078,8.227556684702938,8.31,8.31,8.16
8054_53,874.0400000000001,8.275,8.740400000000001,100.0,4.011072405230302,16.08870184,9.616823488033873,19.57,19.57,-0.5,501.98999999999995,4.65,5.0199,100.0,3.5282926451755667,12.448848989999998,6.1358165715738275,14.41,14.41,-3.64,10.896278256000002,-0.286027315,0.10896278256000003,100.0,2.2559161210251872,5.089157545101327,2.2585460883242003,10.732834,10.732834,-4.5900574
8054_54,883.3299999999999,8.14,8.8333,100.0,4.709673885737737,22.181028109999996,10.010405436344724,19.57,19.57,-1.61,528.3499999999999,4.75,5.283499999999999,100.0,3.7313014820568973,13.922610749999999,6.468228737452007,16.93,16.93,-2.34,3.296123966000001,-0.5175732049999999,0.03296123966000001,100.0,3.012316713036947,9.074051979641718,3.0124970411540066,7.6273947,9.534244,-9.534244
8054_55,886.4599999999999,8.715,8.8646,100.0,4.190939613022359,17.56397484,9.805361186616226,19.57,19.57,-0.99,500.8500000000001,4.539999999999999,5.008500000000001,100.0,3.322977091404634,11.042176750000001,6.010594729309239,15.05,15.05,-3.49,-4.521956509999995,-0.6537767,-0.045219565099999956,100.0,2.887764192549399,8.33918203177048,2.8881182179471656,6.1700177,10.651112,-10.651112
8054_56,548.9899999999999,5.48,5.489899999999999,100.0,0.042201777213761844,0.0017809899999999886,5.49006220365489,5.56,5.56,5.41,255.19,2.56,2.5519,100.0,0.027737880236240155,0.0007693900000000022,2.552050744009609,2.64,2.64,2.49,823.4200000000001,8.24,8.234200000000001,100.0,0.03567015559259595,0.001272360000000004,8.234277260330746,8.35,8.35,8.12
8054_57,852.9300000000001,8.28,8.529300000000001,100.0,4.414738328598877,19.489914510000002,9.604107090198445,19.57,19.57,-1.84,508.95000000000005,4.574999999999999,5.0895,100.0,3.561167048875972,12.68191075,6.211676182802835,15.75,15.75,-2.68,-22.051347990000007,-1.0760075,-0.22051347990000006,100.0,3.4868508646652034,12.158128952416476,3.493816702008576,9.302697,9.615966,-9.615966
8054_58,860.0,8.28,8.6,100.0,3.6603059981373143,13.39784,9.346541606391103,19.46,19.46,0.27,484.93,4.58,4.8493,100.0,3.1900850317820684,10.17664251,5.804511435082198,14.18,14.18,-4.59,31.408521163999996,-0.19068487,0.31408521164,100.0,2.499766772322897,6.248833916009633,2.519421250243908,9.575105,9.575105,-4.099725
8054_59,863.6,8.14,8.636000000000001,100.0,4.326134995582084,18.715443999999998,9.65898234805303,19.57,19.57,-0.8,493.84999999999997,4.3100000000000005,4.9384999999999994,100.0,3.364036972151168,11.31674475,5.975410195124683,14.48,14.48,-3.68,11.836081409999993,-0.46309182,0.11836081409999993,100.0,3.106627596566104,9.651135023746088,3.108881520106629,9.234595,12.871228,-12.871228
8054_60,509.39000000000004,4.6899999999999995,5.0939000000000005,100.0,4.417122342657037,19.510969789999994,6.742313178724346,16.47,16.47,-3.91,948.2599999999999,9.64,9.482599999999998,100.0,4.551287646369981,20.714219240000002,10.518266111864635,18.24,18.24,-0.11,67.18917684000002,-0.326888345,0.6718917684000002,100.0,4.504593930583704,20.291366479451547,4.55442697031089,13.756551,13.756551,-8.049625
8054_61,103.61,1.04,1.0361,100.0,0.07560284386185484,0.005715790000000003,1.0388546577842348,1.23,1.23,0.84,991.5200000000002,9.92,9.915200000000002,100.0,0.028371817002088545,0.0008049600000000007,9.915240592138952,10.0,10.0,9.85,19.34,0.19,0.1934,100.0,0.06715980941009289,0.004510440000000001,0.2047290892863054,0.34,0.34,0.04
8054_62,347.12000000000006,2.79,3.4712000000000005,100.0,5.184672464100313,26.880828560000005,6.239395643810385,18.16,18.16,-7.65,935.8700000000001,9.195,9.3587,100.0,4.164290973263036,17.34131931,10.243367854372895,19.46,19.46,-0.72,0.4494723499999884,-0.170254345,0.004494723499999884,100.0,4.153323576917509,17.25009673457885,4.153326009009911,11.413852,11.413852,-9.615966
8054_63,848.5700000000002,8.219999999999999,8.485700000000001,100.0,4.291787798808324,18.41944251,9.509287407582125,19.57,19.57,-0.99,507.0,4.635,5.07,100.0,3.1304881408496024,9.799956,5.9585951364394605,15.43,15.43,-2.68,-1.1713504940000004,-0.53119355,-0.011713504940000003,100.0,2.7981816730335884,7.829820675301051,2.7982061899543837,7.6954966,7.6954966,-6.510526
8054_64,545.27,5.43,5.4527,100.0,0.038596761522179605,0.001489710000000004,5.452836601256267,5.56,5.56,5.41,258.21,2.56,2.5820999999999996,100.0,0.03914830775397585,0.0015325900000000055,2.582396754954591,2.68,2.68,2.53,825.0400000000002,8.24,8.250400000000003,100.0,0.03660382493674674,0.0013398400000000027,8.250481198087781,8.31,8.31,8.12
8054_65,865.51,8.219999999999999,8.6551,100.0,4.268989457705418,18.22427099,9.650649045530564,19.57,19.57,-0.84,472.90999999999997,4.48,4.7291,100.0,3.3803973420294837,11.427086189999997,5.813043350947935,13.72,13.72,-5.09,5.952092246000003,-0.19068487,0.05952092246000003,100.0,3.0148058069215415,9.089054053447848,3.0153933066282312,10.269742,10.269742,-6.742072
8054_66,272.69000000000005,2.49,2.7269000000000005,100.0,2.199370225769186,4.83722939,3.503314573371909,9.11,9.11,-2.96,1001.1799999999998,9.52,10.0118,100.0,3.9963334145188636,15.97068076,10.779926715891904,19.23,19.23,1.57,-83.43824886000002,-1.11005835,-0.8343824886000002,100.0,2.4741808004213888,6.121570633173825,2.6110849795546973,8.308413,9.493382,-9.493382
8054_67,886.0,8.254999999999999,8.86,100.0,4.670926246474033,21.817552,10.015845046724714,18.73,18.73,-1.69,523.36,4.35,5.2336,100.0,4.0405122249536625,16.32573904,6.611830911328571,16.63,16.63,-3.79,6.592250265999997,-0.7491191,0.06592250265999997,100.0,2.911320444179688,8.475786728698615,2.912066706834782,9.425281,9.425281,-7.205164
8054_68,293.73999999999995,2.49,2.9373999999999993,100.0,2.6659060823667438,7.107055239999998,3.9667838358045175,14.75,14.75,-2.03,966.4399999999999,8.844999999999999,9.664399999999999,100.0,3.4895135248340847,12.176704639999999,10.27508306535767,19.5,19.5,2.37,-110.06603041000001,-0.95342433,-1.1006603041,100.0,2.739945912288164,7.507303602264622,2.9527540885224637,10.460427,10.460427,-9.80665
8054_69,868.45,8.695,8.6845,100.0,4.188919281867341,17.54704475,9.64196997506215,19.38,19.38,-1.5,529.3299999999999,4.71,5.2932999999999995,100.0,3.6239133695495536,13.132748109999998,6.41496476997341,15.6,15.6,-3.34,-16.889233075999996,-0.29964766,-0.16889233075999996,100.0,2.82470119713275,7.978936853083191,2.829745831779373,6.469665,6.469665,-5.7886477
8054_70,841.9099999999999,8.1,8.419099999999998,100.0,4.18067676220011,17.47805819,9.399962925458802,19.57,19.57,-0.11,486.44000000000005,4.46,4.864400000000001,100.0,3.1462143347203795,9.89866464,5.793190140155939,12.03,12.03,-3.06,15.785981875999997,-0.19068487,0.15785981875999996,100.0,3.07060702975027,9.428627531151776,3.0746621364843842,9.697687,9.697687,-6.469665
